start_station,end_station,ride_type,route_percent_x_rider_type,running_count,total_count
Clinton St & Jackson Blvd,Peoria St & Jackson Blvd,casual,0.0051230520509407025,381236,1366373
Ravenswood Ave & Lawrence Ave,Lincoln Ave & Sunnyside Ave,casual,0.0051230520509407025,383756,1366373
Wilton Ave & Belmont Ave,Broadway & Waveland Ave,casual,0.0051230520509407025,382356,1366373
Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,casual,0.0051230520509407025,381586,1366373
Clark St & Elm St,Mies van der Rohe Way & Chestnut St,casual,0.0051230520509407025,381096,1366373
Sheffield Ave & Fullerton Ave,Sheffield Ave & Wrightwood Ave,casual,0.0051230520509407025,384316,1366373
Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,casual,0.0051230520509407025,383616,1366373
Sheridan Rd & Irving Park Rd,Sheffield Ave & Waveland Ave,casual,0.0051230520509407025,381446,1366373
Michigan Ave & Lake St,Michigan Ave & Lake St,member,0.005050997315473849,590619,2534153
Broadway & Waveland Ave,Wilton Ave & Belmont Ave,casual,0.005049865593070121,385010,1366373
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 58th St,casual,0.005049865593070121,386735,1366373
Peoria St & Jackson Blvd,Canal St & Jackson Blvd,casual,0.005049865593070121,386045,1366373
Woodlawn Ave & 58th St,University Ave & 57th St,casual,0.005049865593070121,386666,1366373
Millennium Park,Millennium Park,member,0.0050115363989467095,595725,2534153
Southport Ave & Roscoe St,Southport Ave & Waveland Ave,casual,0.004976679135199539,390759,1366373
Wabash Ave & Roosevelt Rd,Wells St & Polk St,casual,0.004976679135199539,388039,1366373
Federal St & Polk St,Indiana Ave & Roosevelt Rd,casual,0.004976679135199539,390215,1366373
Sheridan Rd & Argyle St,Marine Dr & Ainslie St,casual,0.004976679135199539,389739,1366373
Mies van der Rohe Way & Chestnut St,Clark St & Elm St,casual,0.004976679135199539,389399,1366373
Kimbark Ave & 53rd St,Cornell Ave & Hyde Park Blvd,casual,0.004976679135199539,391099,1366373
Rhodes Ave & 32nd St,State St & 33rd St,casual,0.004976679135199539,388175,1366373
Aberdeen St & Jackson Blvd,Desplaines St & Jackson Blvd,casual,0.004976679135199539,387767,1366373
May St & Taylor St,Morgan St & Polk St,casual,0.004976679135199539,391031,1366373
Kingsbury St & Erie St,Dearborn St & Erie St,casual,0.004903492677328958,392849,1366373
Pine Grove Ave & Irving Park Rd,Pine Grove Ave & Waveland Ave,casual,0.004903492677328958,392179,1366373
Clark St & Winnemac Ave,Broadway & Argyle St,casual,0.004903492677328958,393586,1366373
McClurg Ct & Ohio St,Mies van der Rohe Way & Chestnut St,casual,0.004830306219458376,395580,1366373
May St & Taylor St,Loomis St & Lexington St,casual,0.004830306219458376,396900,1366373
Clinton St & Jackson Blvd,Clinton St & Madison St,casual,0.004830306219458376,394656,1366373
Broadway & Waveland Ave,Sheridan Rd & Irving Park Rd,casual,0.004830306219458376,394920,1366373
Sheridan Rd & Montrose Ave,Clarendon Ave & Gordon Ter,casual,0.004757119761587795,400157,1366373
Clarendon Ave & Junior Ter,Pine Grove Ave & Waveland Ave,casual,0.004757119761587795,398337,1366373
Ellis Ave & 60th St,University Ave & 59th St,casual,0.004757119761587795,399962,1366373
Wells St & Concord Ln,Wells St & Hubbard St,casual,0.004757119761587795,398922,1366373
Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,casual,0.004683933303717214,401647,1366373
Ellis Ave & 55th St,Cornell Ave & Hyde Park Blvd,casual,0.004683933303717214,401455,1366373
Michigan Ave & 14th St,Wabash Ave & Roosevelt Rd,casual,0.004683933303717214,402991,1366373
Clark St & Elm St,State St & Chicago Ave,casual,0.004683933303717214,403439,1366373
University Ave & 59th St,University Ave & 57th St,casual,0.004683933303717214,404911,1366373
State St & Kinzie St,New St & Illinois St,casual,0.004683933303717214,405487,1366373
Clark St & Schiller St,Clark St & Elm St,casual,0.004683933303717214,405807,1366373
Michigan Ave & 8th St,Michigan Ave & 8th St,member,0.004656388150202454,639350,2534153
Michigan Ave & Oak St,DuSable Lake Shore Dr & Monroe St,member,0.004656388150202454,640648,2534153
Clinton St & Madison St,Kingsbury St & Kinzie St,casual,0.004610746845846632,405996,1366373
Ellis Ave & 53rd St,Kimbark Ave & 53rd St,casual,0.004610746845846632,409083,1366373
State St & Chicago Ave,McClurg Ct & Ohio St,casual,0.004537560387976051,413505,1366373
Desplaines St & Kinzie St,Kingsbury St & Erie St,casual,0.004537560387976051,410901,1366373
Campbell Ave & Montrose Ave,Ravenswood Ave & Lawrence Ave,casual,0.004537560387976051,410715,1366373
Wabash Ave & Grand Ave,Navy Pier,member,0.004498544484093896,663406,2534153
Clinton St & Jackson Blvd,Clark St & Lake St,casual,0.004464373930105469,419861,1366373
Clark St & Wellington Ave,Broadway & Waveland Ave,casual,0.004464373930105469,419373,1366373
Sheffield Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.004464373930105469,418946,1366373
Pine Grove Ave & Waveland Ave,Pine Grove Ave & Irving Park Rd,casual,0.004464373930105469,417543,1366373
Wells St & Concord Ln,Stockton Dr & Wrightwood Ave,casual,0.004464373930105469,414432,1366373
Wells St & Huron St,Clinton St & Washington Blvd,casual,0.004464373930105469,416262,1366373
Shedd Aquarium,Indiana Ave & Roosevelt Rd,member,0.004419622651039618,677639,2534153
Halsted St & Roscoe St,Broadway & Waveland Ave,casual,0.004391187472234888,420343,1366373
Wells St & Elm St,Wells St & Walton St,casual,0.004391187472234888,423283,1366373
Wabash Ave & Roosevelt Rd,Calumet Ave & 18th St,casual,0.004391187472234888,422803,1366373
Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,casual,0.004391187472234888,422563,1366373
Lake Park Ave & 56th St,Ellis Ave & 55th St,casual,0.004391187472234888,422383,1366373
Clark St & Bryn Mawr Ave,Broadway & Ridge Ave,casual,0.004391187472234888,420223,1366373
Harper Ave & 59th St,University Ave & 57th St,casual,0.004318001014364307,429259,1366373
Broadway & Wilson Ave,Clark St & Leland Ave,casual,0.004318001014364307,425070,1366373
Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,casual,0.004318001014364307,426722,1366373
Larrabee St & Kingsbury St,State St & Chicago Ave,casual,0.004318001014364307,425601,1366373
Wells St & Concord Ln,Wells St & Evergreen Ave,casual,0.004318001014364307,425129,1366373
State St & Chicago Ave,Kingsbury St & Erie St,casual,0.004244814556493725,433559,1366373
Clark St & Lake St,Canal St & Adams St,casual,0.004244814556493725,430427,1366373
Canal St & Madison St,Columbus Dr & Randolph St,casual,0.004244814556493725,431471,1366373
Canal St & Madison St,Wabash Ave & Adams St,casual,0.004171628098623144,434306,1366373
Clinton St & Madison St,Peoria St & Jackson Blvd,casual,0.004171628098623144,438980,1366373
University Ave & 57th St,University Ave & 59th St,casual,0.004171628098623144,438125,1366373
Broadway & Sunnyside Ave,Clarendon Ave & Gordon Ter,casual,0.004171628098623144,436700,1366373
Delano Ct & Roosevelt Rd,Wabash Ave & Roosevelt Rd,casual,0.004171628098623144,436643,1366373
Sheffield Ave & Webster Ave,Larrabee St & Webster Ave,casual,0.004171628098623144,436244,1366373
Canal St & Madison St,LaSalle St & Jackson Blvd,casual,0.004171628098623144,435788,1366373
Peterson/Ridge Metra,Western Ave & Granville Ave,casual,0.004171628098623144,434933,1366373
Michigan Ave & Washington St,Michigan Ave & Washington St,member,0.004103935318822503,729730,2534153
Aberdeen St & Monroe St,Jefferson St & Monroe St,casual,0.004098441640752562,443236,1366373
Canal St & Madison St,State St & Chicago Ave,casual,0.004098441640752562,439540,1366373
Clinton St & Washington Blvd,Desplaines St & Kinzie St,casual,0.0040252551828819805,445776,1366373
Morgan St & Polk St,Clinton St & Madison St,casual,0.0040252551828819805,446436,1366373
Sedgwick St & Huron St,State St & Chicago Ave,casual,0.0040252551828819805,447206,1366373
Sheridan Rd & Irving Park Rd,Pine Grove Ave & Waveland Ave,casual,0.0040252551828819805,447481,1366373
Kingsbury St & Kinzie St,Kingsbury St & Erie St,casual,0.0040252551828819805,445281,1366373
Clarendon Ave & Junior Ter,Clarendon Ave & Gordon Ter,casual,0.0039520687250113986,449718,1366373
Michigan Ave & 14th St,Calumet Ave & 18th St,casual,0.0039520687250113986,450420,1366373
Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,casual,0.0039520687250113986,451716,1366373
Lake Park Ave & 56th St,Ellis Ave & 58th St,casual,0.0039520687250113986,451986,1366373
Pine Grove Ave & Irving Park Rd,Broadway & Waveland Ave,casual,0.0039520687250113986,452418,1366373
Cannon Dr & Fullerton Ave,Cannon Dr & Fullerton Ave,member,0.003946091652713944,754532,2534153
Cherry Ave & Blackhawk St,Elston Ave & Cortland St,casual,0.003878882267140817,456910,1366373
Aberdeen St & Jackson Blvd,Clinton St & Jackson Blvd,casual,0.003878882267140817,457970,1366373
Sheffield Ave & Wellington Ave,Ashland Ave & Wellington Ave,casual,0.003878882267140817,458924,1366373
Wilton Ave & Belmont Ave,Clark St & Newport St,casual,0.003878882267140817,456857,1366373
University Ave & 59th St,Ellis Ave & 60th St,casual,0.003878882267140817,456486,1366373
Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,casual,0.003878882267140817,458182,1366373
Griffin Museum of Science and Industry,Griffin Museum of Science and Industry,member,0.003867169819659665,769643,2534153
LaSalle St & Illinois St,LaSalle St & Illinois St,member,0.003867169819659665,765625,2534153
Shedd Aquarium,Shedd Aquarium,member,0.003827708903132526,775675,2534153
State St & Chicago Ave,Sedgwick St & Huron St,casual,0.003805695809270236,461656,1366373
Columbus Dr & Randolph St,Daley Center Plaza,casual,0.003805695809270236,463580,1366373
Wells St & Elm St,Kingsbury St & Kinzie St,casual,0.003805695809270236,463788,1366373
Clark St & Armitage Ave,Navy Pier,member,0.003748787070078247,789872,2534153
Morgan St & Polk St,Wolcott Ave & Polk St,casual,0.0037325093513996548,471231,1366373
Pine Grove Ave & Waveland Ave,Broadway & Cornelia Ave,casual,0.0037325093513996548,467610,1366373
Wood St & Taylor St (Temp),May St & Taylor St,casual,0.0037325093513996548,470415,1366373
Broadway & Cornelia Ave,Wilton Ave & Addison St,casual,0.003659322893529073,475952,1366373
Broadway & Barry Ave,DuSable Lake Shore Dr & Diversey Pkwy,casual,0.003659322893529073,477852,1366373
Francisco Ave & Foster Ave,Rockwell St & Eastwood Ave,casual,0.003659322893529073,476802,1366373
Calumet Ave & 18th St,Wabash Ave & Roosevelt Rd,casual,0.003659322893529073,473352,1366373
Fort Dearborn Dr & 31st St*,Fort Dearborn Dr & 31st St*,member,0.0036304043204968286,812322,2534153
Cityfront Plaza Dr & Pioneer Ct,Cityfront Plaza Dr & Pioneer Ct,member,0.0035909434039696894,817647,2534153
Morgan St & Polk St,May St & Taylor St,casual,0.0035861364356584917,478546,1366373
Aberdeen St & Randolph St,Green St & Madison St,casual,0.0035861364356584917,483054,1366373
Ritchie Ct & Banks St,Clark St & Elm St,casual,0.0035129499777879097,491163,1366373
State St & 33rd St,Rhodes Ave & 32nd St,casual,0.0035129499777879097,488331,1366373
Ellis Ave & 58th St,Ellis Ave & 53rd St,casual,0.0035129499777879097,488571,1366373
Clark St & Lake St,Clinton St & Jackson Blvd,casual,0.0035129499777879097,489387,1366373
Fairbanks Ct & Grand Ave,Fairbanks Ct & Grand Ave,member,0.003472560654388271,843564,2534153
Shore Dr & 55th St,Ellis Ave & 58th St,casual,0.0034397635199173286,497514,1366373
Canal St & Madison St,Daley Center Plaza,casual,0.0034397635199173286,496950,1366373
Clarendon Ave & Gordon Ter,Broadway & Sunnyside Ave,casual,0.0034397635199173286,495822,1366373
Clinton St & Jackson Blvd,Aberdeen St & Jackson Blvd,casual,0.0034397635199173286,495211,1366373
Indiana Ave & Roosevelt Rd,Federal St & Polk St,casual,0.0034397635199173286,498125,1366373
Clarendon Ave & Gordon Ter,Broadway & Sheridan Rd,casual,0.0034397635199173286,494130,1366373
Larrabee St & Kingsbury St 2,Clinton St & Washington Blvd 2,casual,0.0034397635199173286,496668,1366373
Cornell Ave & Hyde Park Blvd,Ellis Ave & 58th St,casual,0.0034397635199173286,492438,1366373
Navy Pier,Adler Planetarium,member,0.0034330997378611314,854491,2534153
Kingsbury St & Erie St,Clinton St & Lake St,casual,0.0033665770620467475,504805,1366373
State St & Kinzie St,Clinton St & Washington Blvd,casual,0.0033665770620467475,503057,1366373
Canal St & Adams St,Clinton St & Lake St,casual,0.0033665770620467475,502597,1366373
Loomis St & Lexington St,Racine Ave & Congress Pkwy,casual,0.0033665770620467475,502505,1366373
Clinton St & Washington Blvd,State St & Kinzie St,casual,0.0033665770620467475,502413,1366373
Ravenswood Ave & Lawrence Ave,Damen Ave & Foster Ave,casual,0.0033665770620467475,501493,1366373
Ellis Ave & 58th St,Shore Dr & 55th St,casual,0.0033665770620467475,500895,1366373
Columbus Dr & Randolph St,Navy Pier,member,0.0033147169882797134,875762,2534153
Wabash Ave & Roosevelt Rd,Michigan Ave & 14th St,casual,0.0032933906041761655,513032,1366373
Sheridan Rd & Montrose Ave,Pine Grove Ave & Irving Park Rd,casual,0.0032933906041761655,511862,1366373
State St & Chicago Ave,Wells St & Walton St,casual,0.0032933906041761655,511592,1366373
Wells St & Polk St,Franklin St & Jackson Blvd,casual,0.0032933906041761655,511367,1366373
Canal St & Adams St,Green St & Madison St,casual,0.0032933906041761655,510512,1366373
Elston Ave & Cortland St,Cherry Ave & Blackhawk St,casual,0.0032933906041761655,506732,1366373
Stetson Ave & South Water St,Stetson Ave & South Water St,member,0.0032752560717525738,885373,2534153
Millennium Park,Field Museum,member,0.0032357951552254346,897399,2534153
Broadway & Waveland Ave,Broadway & Sunnyside Ave,casual,0.0032202041463055843,521461,1366373
Clinton St & Madison St,Clinton St & Tilden St,casual,0.0032202041463055843,520273,1366373
Shedd Aquarium,Millennium Park,member,0.003196334238698295,903977,2534153
Rush St & Superior St,Wells St & Huron St,casual,0.0031470176884350032,527309,1366373
Franklin St & Lake St,Canal St & Madison St,casual,0.0031470176884350032,523783,1366373
Canal St & Madison St,Wells St & Elm St,casual,0.0031470176884350032,524170,1366373
May St & Taylor St,Halsted St & Polk St,casual,0.0031470176884350032,526105,1366373
Kingsbury St & Erie St,State St & Chicago Ave,casual,0.0031470176884350032,526965,1366373
Clinton St & Washington Blvd,Larrabee St & Kingsbury St,casual,0.0031470176884350032,528685,1366373
Western Ave & Granville Ave,Peterson/Ridge Metra,casual,0.0031470176884350032,528470,1366373
Clinton St & Washington Blvd,Rush St & Hubbard St,casual,0.0030738312305644212,531942,1366373
McClurg Ct & Ohio St,State St & Chicago Ave,casual,0.0030738312305644212,531858,1366373
Ellis Ave & 58th St,University Ave & 57th St,casual,0.0030738312305644212,530388,1366373
Clarendon Ave & Gordon Ter,Clarendon Ave & Junior Ter,casual,0.0030738312305644212,530262,1366373
California Ave & Milwaukee Ave,Kedzie Ave & Palmer Ct,casual,0.0030738312305644212,529758,1366373
State St & Chicago Ave,Ritchie Ct & Banks St,casual,0.0030738312305644212,536436,1366373
Wacker Dr & Washington St,Michigan Ave & Washington St,casual,0.0030738312305644212,536856,1366373
Shedd Aquarium,Dusable Harbor,member,0.003038490572589737,945662,2534153
Wells St & Elm St,Kingsbury St & Kinzie St 2,casual,0.0030006447726938397,542548,1366373
Broadway & Waveland Ave,Broadway & Cornelia Ave,casual,0.0030006447726938397,543245,1366373
Sheridan Rd & Irving Park Rd,Broadway & Sheridan Rd,casual,0.0030006447726938397,543409,1366373
Lincoln Ave & Winona St,Ravenswood Ave & Lawrence Ave,casual,0.0030006447726938397,545008,1366373
Wells St & Walton St,State St & Chicago Ave,casual,0.0030006447726938397,543942,1366373
Navy Pier,Michigan Ave & 8th St,member,0.002959568739535458,960481,2534153
Mies van der Rohe Way & Chicago Ave,State St & Chicago Ave,casual,0.0029274583148232586,553695,1366373
Morgan St & Polk St,900 W Harrison St,casual,0.0029274583148232586,551495,1366373
Canal St & Taylor St,Clinton St & Madison St,casual,0.0029274583148232586,554255,1366373
Clarendon Ave & Gordon Ter,Sheridan Rd & Montrose Ave,casual,0.0029274583148232586,550175,1366373
Pine Grove Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,casual,0.0029274583148232586,548655,1366373
Kingsbury St & Erie St,Kingsbury St & Kinzie St 2,casual,0.002854271856952677,558666,1366373
Broadway & Cornelia Ave,Broadway & Waveland Ave,casual,0.002854271856952677,559953,1366373
Desplaines St & Kinzie St,Canal St & Madison St,casual,0.002854271856952677,558588,1366373
Navy Pier,Clark St & Lincoln Ave,member,0.00284118598995404,989311,2534153
Canal St & Adams St,Clark St & Lake St,casual,0.0027810853990820955,564453,1366373
Pine Grove Ave & Irving Park Rd,Halsted St & Roscoe St,casual,0.0027810853990820955,563617,1366373
Clark St & Drummond Pl,Lakeview Ave & Fullerton Pkwy,casual,0.0027810853990820955,565023,1366373
Loomis St & Lexington St,May St & Taylor St,casual,0.0027810853990820955,568063,1366373
Kingsbury St & Erie St,Clinton St & Jackson Blvd,casual,0.0027810853990820955,572433,1366373
Buckingham Fountain,Buckingham Fountain,member,0.002762264156899761,1007936,2534153
Ravenswood Ave & Lawrence Ave,Campbell Ave & Montrose Ave,casual,0.002707898941211514,575423,1366373
Larrabee St & Kingsbury St,Kingsbury St & Kinzie St,casual,0.002707898941211514,574017,1366373
Broadway & Sheridan Rd,Broadway & Waveland Ave,casual,0.002707898941211514,574831,1366373
Halsted St & Polk St,May St & Taylor St,casual,0.002707898941211514,579419,1366373
Lake Park Ave & 35th St,Lake Park Ave & 35th St,member,0.002683342323845482,1021857,2534153
Adler Planetarium,Navy Pier,member,0.0026438814073183425,1040078,2534153
Navy Pier,Lincoln Park Conservatory,member,0.0026438814073183425,1032574,2534153
Pine Grove Ave & Irving Park Rd,Sheridan Rd & Montrose Ave,casual,0.002634712483340933,586518,1366373
Canal St & Harrison St,Clinton St & Madison St,casual,0.002634712483340933,584286,1366373
Hermitage Ave & Polk St,Loomis St & Lexington St,casual,0.002634712483340933,586338,1366373
Field Museum,DuSable Lake Shore Dr & Monroe St,member,0.0025649595742640637,1057524,2534153
Millennium Park,Adler Planetarium,member,0.0025649595742640637,1061359,2534153
Clark St & Schiller St,State St & Chicago Ave,casual,0.0025615260254703513,596231,1366373
Ravenswood Ave & Lawrence Ave,Paulina St & Montrose Ave,casual,0.0025615260254703513,599066,1366373
Millennium Park,Shedd Aquarium,member,0.0025254986577369245,1069403,2534153
Ellis Ave & 58th St,Drexel Ave & 60th St,casual,0.0024883395675997697,607490,1366373
Orleans St & Merchandise Mart Plaza,McClurg Ct & Ohio St,casual,0.0024883395675997697,602900,1366373
Financial Pl & Ida B Wells Dr,Clinton St & Madison St,casual,0.0024883395675997697,602696,1366373
Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,member,0.002486037741209785,1083042,2534153
Millennium Park,Michigan Ave & Oak St,member,0.0024465768246826457,1095392,2534153
State St & Kinzie St,Rush St & Hubbard St,casual,0.002415153109729188,620933,1366373
Wilton Ave & Belmont Ave,Racine Ave & Belmont Ave,casual,0.002415153109729188,617996,1366373
Loomis St & Lexington St,Clinton St & Madison St,casual,0.002415153109729188,614861,1366373
Sedgwick St & Huron St,Kingsbury St & Kinzie St,casual,0.002415153109729188,615026,1366373
Clinton St & Washington Blvd,Michigan Ave & Washington St,casual,0.002415153109729188,616511,1366373
Mies van der Rohe Way & Chestnut St,Michigan Ave & Pearson St,casual,0.002415153109729188,617600,1366373
Paulina St & Flournoy St,Aberdeen St & Jackson Blvd,casual,0.002415153109729188,611825,1366373
Clark St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,casual,0.002415153109729188,612122,1366373
Dusable Harbor,Millennium Park,member,0.0023676549916283665,1122229,2534153
DuSable Lake Shore Dr & Monroe St,Field Museum,member,0.0023676549916283665,1117429,2534153
Field Museum,Navy Pier,member,0.0023676549916283665,1115269,2534153
Canal St & Jackson Blvd,Clinton St & Lake St,casual,0.002341966651858607,629672,1366373
Sheridan Rd & Montrose Ave,Pine Grove Ave & Waveland Ave,casual,0.002341966651858607,623144,1366373
Franklin St & Monroe St,State St & Chicago Ave,casual,0.002341966651858607,629096,1366373
Kingsbury St & Erie St,Sedgwick St & Huron St,casual,0.002341966651858607,628392,1366373
Lincoln Park Conservatory,Navy Pier,member,0.002328194075101227,1125126,2534153
Pine Grove Ave & Irving Park Rd,Broadway & Sheridan Rd,casual,0.0022687801939880255,637405,1366373
Dusable Harbor,Shedd Aquarium,member,0.002209811325519809,1165624,2534153
Franklin St & Jackson Blvd,Wells St & Polk St,casual,0.002195593736117444,653535,1366373
Green St & Madison St,Aberdeen St & Randolph St,casual,0.002195593736117444,652215,1366373
State St & 35th St,Calumet Ave & 33rd St,casual,0.002195593736117444,651765,1366373
Halsted St & Roosevelt Rd,Clinton St & Jackson Blvd,casual,0.002195593736117444,650745,1366373
Shedd Aquarium,Michigan Ave & Oak St,member,0.0021703504089926693,1177367,2534153
Ellis Ave & 58th St,Lake Park Ave & 56th St,casual,0.0021224072782468624,655980,1366373
Ravenswood Ave & Lawrence Ave,Washtenaw Ave & Lawrence Ave,casual,0.0021224072782468624,658010,1366373
Milwaukee Ave & The 606,Leavitt St & Armitage Ave,casual,0.0021224072782468624,665579,1366373
Sedgwick St & Huron St,Kingsbury St & Kinzie St 2,casual,0.0021224072782468624,665927,1366373
Shedd Aquarium,Michigan Ave & Jackson Blvd,member,0.0020914285759383905,1197410,2534153
Cityfront Plaza Dr & Pioneer Ct,Navy Pier,member,0.0020519676594112513,1209406,2534153
Michigan Ave & Oak St,Millennium Park,member,0.0020519676594112513,1219806,2534153
Dearborn Pkwy & Delaware Pl,Clark St & Chicago Ave,casual,0.002049220820376281,677187,1366373
Field Museum,Field Museum,member,0.0020125067428841117,1223446,2534153
Wells St & 19th St,Wells St & 19th St,member,0.0020125067428841117,1230892,2534153
Racine Ave & Belmont Ave,Broadway & Waveland Ave,casual,0.0019760343625056993,683757,1366373
Clark St & Lake St,Clinton St & Washington Blvd,casual,0.0019760343625056993,680220,1366373
DuSable Lake Shore Dr & Monroe St,Michigan Ave & 8th St,member,0.0019335849098298325,1257930,2534153
Adler Planetarium,Millennium Park,member,0.0019335849098298325,1255823,2534153
Kingsbury St & Kinzie St 2,Clinton St & Washington Blvd 2,casual,0.001902847904635118,692115,1366373
Sheffield Ave & Fullerton Ave,Elston Ave & Cortland St,casual,0.001902847904635118,700253,1366373
Wolcott Ave & Polk St,Hermitage Ave & Polk St,casual,0.001902847904635118,702255,1366373
Leavitt St & Armitage Ave,Leavitt St & North Ave,casual,0.001902847904635118,702047,1366373
Ashland Ave & Wellington Ave,Sheffield Ave & Wellington Ave,casual,0.001902847904635118,692375,1366373
Canal St & Adams St,Larrabee St & Kingsbury St,casual,0.001902847904635118,698433,1366373
Morgan St & Polk St,Halsted St & Roosevelt Rd,casual,0.001902847904635118,694923,1366373
Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr,member,0.001894123993302693,1266702,2534153
Michigan Ave & Jackson Blvd,Michigan Ave & Jackson Blvd,member,0.001894123993302693,1263006,2534153
Desplaines St & Kinzie St,Clinton St & Lake St,casual,0.0018296614467645364,705044,1366373
Larrabee St & Kingsbury St 1,Kingsbury St & Kinzie St 2,casual,0.0018296614467645364,705619,1366373
Wells St & Evergreen Ave,Wells St & Randolph St,casual,0.0018296614467645364,711869,1366373
Broadway & Granville Ave,Glenwood Ave & Morse Ave,casual,0.0018296614467645364,715844,1366373
Michigan Ave & 8th St,Shedd Aquarium,member,0.0018152021602484143,1293388,2534153
DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,member,0.0017757412437212749,1308893,2534153
Michigan Ave & Washington St,Franklin St & Monroe St,casual,0.0017564749888939548,728823,1366373
Clinton St & Washington Blvd,Kingsbury St & Kinzie St,casual,0.0017564749888939548,717471,1366373
Navy Pier,Field Museum,member,0.001696819410666996,1346539,2534153
Elston Ave & Cortland St,Sheffield Ave & Fullerton Ave,casual,0.0016832885310233737,741232,1366373
Loomis St & Jackson Blvd,Clinton St & Madison St,casual,0.0016832885310233737,731089,1366373
Navy Pier,Michigan Ave & Jackson Blvd,member,0.0016573584941398567,1351467,2534153
Navy Pier,Michigan Ave & Washington St,member,0.0016178975776127173,1372335,2534153
Navy Pier,Michigan Ave & Lake St,member,0.0016178975776127173,1367005,2534153
Ashland Ave & 13th St,Loomis St & Lexington St,casual,0.0016101020731527922,759078,1366373
Kingsbury St & Kinzie St 2,Kingsbury St & Erie St,casual,0.0016101020731527922,749662,1366373
Michigan Ave & Washington St,Navy Pier,member,0.0015389757445584385,1411114,2534153
Clinton St & Madison St,Financial Pl & Ida B Wells Dr,casual,0.0015369156152822106,773650,1366373
Wells St & Huron St,Michigan Ave & Pearson St,casual,0.0015369156152822106,769912,1366373
Clinton St & Lake St,Desplaines St & Kinzie St,casual,0.0015369156152822106,762415,1366373
Loomis St & Lexington St,Ashland Ave & 13th St,casual,0.0014637291574116293,784127,1366373
Clinton St & Jackson Blvd,Larrabee St & Kingsbury St 2,casual,0.0014637291574116293,784107,1366373
Clinton St & Washington Blvd 2,Kingsbury St & Kinzie St 1,casual,0.0014637291574116293,782147,1366373
Field Museum,Millennium Park,member,0.00142059299497702,1449308,2534153
LaSalle St & Jackson Blvd,Columbus Dr & Randolph St,casual,0.0013173562416704664,810241,1366373
Halsted St & Polk St,Aberdeen St & Jackson Blvd,casual,0.0013173562416704664,821941,1366373
Dearborn Pkwy & Delaware Pl,Clinton St & Lake St,casual,0.0013173562416704664,813229,1366373
Shedd Aquarium,Michigan Ave & 8th St,member,0.0013022102453956017,1503167,2534153
McCormick Place,McCormick Place,member,0.0012627493288684623,1526814,2534153
Canal St & Monroe St,LaSalle St & Jackson Blvd,casual,0.0012441697837998849,829810,1366373
Sedgwick St & North Ave,Clybourn Ave & Division St,casual,0.0012441697837998849,841880,1366373
Clybourn Ave & Division St,Sedgwick St & North Ave,casual,0.0012441697837998849,828960,1366373
Michigan Ave & Jackson Blvd,Navy Pier,member,0.0012232884123413229,1549433,2534153
Wabash Ave & Wacker Pl,Wabash Ave & Wacker Pl,member,0.0011838274958141833,1569602,2534153
Kingsbury St & Kinzie St 2,Clinton St & Jackson Blvd,casual,0.0011709833259293035,845722,1366373
Rush St & Superior St,Canal St & Adams St,casual,0.001097796868058722,881069,1366373
Columbus Dr & Randolph St,LaSalle St & Jackson Blvd,casual,0.0010246104101881404,900992,1366373
McClurg Ct & Ohio St,LaSalle St & Jackson Blvd,casual,0.0010246104101881404,892172,1366373
Ada St & Washington Blvd,Clinton St & Washington Blvd,casual,0.0010246104101881404,898332,1366373
Clinton St & Jackson Blvd,New St & Illinois St,casual,0.000951423952317559,901929,1366373
Clinton St & Madison St,Canal St & Harrison St,casual,0.000951423952317559,911302,1366373
Burling St & Diversey Pkwy,Wilton Ave & Diversey Pkwy,casual,0.000951423952317559,912706,1366373
Canal St & Jackson Blvd,Kingsbury St & Erie St,casual,0.000951423952317559,915137,1366373
State St & Harrison St,Daley Center Plaza,casual,0.000951423952317559,922183,1366373
Burnham Harbor,Lake Park Ave & 47th St,casual,0.0008782374944469774,943984,1366373
Hermitage Ave & Polk St,Wolcott Ave & Polk St,casual,0.0008050510365763961,958993,1366373
Larrabee St & Kingsbury St 2,Clinton St & Jackson Blvd,casual,0.0008050510365763961,963514,1366373
Clark St & Lake St,State St & Pearson St,casual,0.0007318645787058146,979345,1366373
Indiana Ave & Roosevelt Rd,Franklin St & Monroe St,casual,0.0006586781208352332,997735,1366373
Fairbanks Ct & Grand Ave,LaSalle St & Jackson Blvd,casual,0.0006586781208352332,1012126,1366373
