start_station,end_station,ride_type,route_percent_x_rider_type,route_count,running_count,total_count,pair_rank,cumulative_route_percent
Clark St & Bryn Mawr Ave,Clark St & Winnemac Ave,member,0.010299299213583394,261,229563,2534153,554,9.058766380719712
Broadway & Thorndale Ave,Peterson/Ridge Metra,member,0.010299299213583394,261,229824,2534153,555,9.069065679933296
Wells St & Elm St,Kingsbury St & Kinzie St,member,0.010259838297056255,260,230084,2534153,556,9.07932551823035
Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Irving Park Rd,member,0.010259838297056255,260,230344,2534153,557,9.089585356527408
Peoria St & Jackson Blvd,Canal St & Jackson Blvd,member,0.010259838297056255,260,230604,2534153,558,9.099845194824464
DuSable Lake Shore Dr & Monroe St,Theater on the Lake,member,0.010259838297056255,260,230864,2534153,559,9.11010503312152
Clinton St & Jackson Blvd,Peoria St & Jackson Blvd,member,0.010259838297056255,260,231124,2534153,560,9.120364871418577
Kingsbury St & Erie St,State St & Chicago Ave,member,0.010220377380529116,259,231383,2534153,561,9.130585248799106
Francisco Ave & Foster Ave,Rockwell St & Eastwood Ave,member,0.010220377380529116,259,231642,2534153,562,9.140805626179635
DuSable Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,member,0.010220377380529116,259,231901,2534153,563,9.151026003560164
University Ave & 57th St,Blackstone Ave & Hyde Park Blvd,member,0.010180916464001976,258,232159,2534153,564,9.161206920024165
State St & Kinzie St,Rush St & Hubbard St,member,0.010180916464001976,258,232417,2534153,565,9.171387836488169
Mies van der Rohe Way & Chestnut St,Wabash Ave & Grand Ave,member,0.010141455547474837,257,232674,2534153,566,9.181529292035643
May St & Taylor St,Wolcott Ave & Polk St,member,0.010141455547474837,257,232931,2534153,567,9.191670747583117
State St & Chicago Ave,McClurg Ct & Ohio St,member,0.010101994630947698,256,233187,2534153,568,9.201772742214064
Ravenswood Ave & Lawrence Ave,Winthrop Ave & Lawrence Ave,member,0.010101994630947698,256,233443,2534153,569,9.211874736845013
Milwaukee Ave & The 606,Leavitt St & Armitage Ave,member,0.010101994630947698,256,233699,2534153,570,9.22197673147596
Ellis Ave & 58th St,Drexel Ave & 60th St,member,0.010101994630947698,256,233955,2534153,571,9.23207872610691
Damen Ave & Chicago Ave,Damen Ave & Wicker Park Ave,member,0.010101994630947698,256,234211,2534153,572,9.242180720737855
Canal St & Jackson Blvd,Kingsbury St & Erie St,member,0.010101994630947698,256,234467,2534153,573,9.252282715368803
Shore Dr & 55th St,Ellis Ave & 58th St,member,0.01006253371442056,255,234722,2534153,574,9.262345249083225
Paulina St & 18th St,Racine Ave & 18th St,member,0.01006253371442056,255,234977,2534153,575,9.272407782797645
Harper Ave & 59th St,University Ave & 57th St,member,0.01006253371442056,255,235232,2534153,576,9.282470316512065
Clinton St & Madison St,Kingsbury St & Kinzie St,member,0.01006253371442056,255,235487,2534153,577,9.292532850226486
Paulina St & Flournoy St,Aberdeen St & Jackson Blvd,member,0.010023072797893419,254,235741,2534153,578,9.302555923024379
Loomis St & Lexington St,Halsted St & Roosevelt Rd,member,0.010023072797893419,254,235995,2534153,579,9.312578995822273
Damen Ave & Leland Ave,Damen Ave & Foster Ave,member,0.010023072797893419,254,236249,2534153,580,9.322602068620165
Wells St & Evergreen Ave,Wells St & Concord Ln,member,0.009983611881366278,253,236502,2534153,581,9.332585680501532
Ravenswood Ave & Lawrence Ave,Lincoln Ave & Sunnyside Ave,member,0.009983611881366278,253,236755,2534153,582,9.3425692923829
Loomis St & Jackson Blvd,Clinton St & Madison St,member,0.009983611881366278,253,237008,2534153,583,9.352552904264265
Kingsbury St & Erie St,Sedgwick St & Huron St,member,0.009983611881366278,253,237261,2534153,584,9.362536516145632
Kingsbury St & Erie St,Clinton St & Jackson Blvd,member,0.009983611881366278,253,237514,2534153,585,9.372520128026999
Franklin St & Lake St,Canal St & Madison St,member,0.009983611881366278,253,237767,2534153,586,9.382503739908364
Clinton St & Madison St,Peoria St & Jackson Blvd,member,0.009983611881366278,253,238020,2534153,587,9.39248735178973
Broadway & Argyle St,Clark St & Winnemac Ave,member,0.009983611881366278,253,238273,2534153,588,9.402470963671096
Theater on the Lake,DuSable Lake Shore Dr & Monroe St,member,0.00994415096483914,252,238525,2534153,589,9.412415114635936
Orleans St & Merchandise Mart Plaza,Kingsbury St & Erie St,member,0.00994415096483914,252,238777,2534153,590,9.422359265600774
Loomis St & Lexington St,Clinton St & Madison St,member,0.00994415096483914,252,239029,2534153,591,9.432303416565615
Clinton St & Madison St,Financial Pl & Ida B Wells Dr,member,0.00994415096483914,252,239281,2534153,592,9.442247567530453
Clark St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,member,0.00994415096483914,252,239533,2534153,593,9.452191718495293
Clark St & Schiller St,Clark St & Schiller St,member,0.00994415096483914,252,239785,2534153,594,9.46213586946013
Clarendon Ave & Junior Ter,Pine Grove Ave & Waveland Ave,member,0.00994415096483914,252,240037,2534153,595,9.47208002042497
Wells St & Concord Ln,Wells St & Hubbard St,member,0.009904690048312,251,240288,2534153,596,9.481984710473283
Sheridan Rd & Montrose Ave,Sheffield Ave & Waveland Ave,member,0.009904690048312,251,240539,2534153,597,9.491889400521595
Kimbark Ave & 53rd St,Shore Dr & 55th St,member,0.009904690048312,251,240790,2534153,598,9.501794090569907
Sheridan Rd & Irving Park Rd,Sheffield Ave & Waveland Ave,member,0.00986522913178486,250,241040,2534153,599,9.51165931970169
Sedgwick St & North Ave,Clybourn Ave & Division St,member,0.00986522913178486,250,241290,2534153,600,9.521524548833476
Orleans St & Merchandise Mart Plaza,Wells St & Elm St,member,0.00986522913178486,250,241540,2534153,601,9.531389777965261
Loomis St & Lexington St,900 W Harrison St,member,0.00986522913178486,250,241790,2534153,602,9.541255007097046
Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,member,0.00986522913178486,250,242040,2534153,603,9.551120236228831
Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,member,0.00986522913178486,250,242290,2534153,604,9.560985465360615
Desplaines St & Kinzie St,Canal St & Madison St,member,0.00986522913178486,250,242540,2534153,605,9.5708506944924
Clark St & Elm St,LaSalle St & Illinois St,member,0.00986522913178486,250,242790,2534153,606,9.580715923624185
Canal St & Taylor St,Clinton St & Madison St,member,0.00986522913178486,250,243040,2534153,607,9.59058115275597
Canal St & Adams St,Larrabee St & Kingsbury St,member,0.00986522913178486,250,243290,2534153,608,9.600446381887755
Wells St & Concord Ln,Stockton Dr & Wrightwood Ave,member,0.009825768215257722,249,243539,2534153,609,9.610272150103013
Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,member,0.009825768215257722,249,243788,2534153,610,9.62009791831827
Sheridan Rd & Argyle St,Marine Dr & Ainslie St,member,0.009825768215257722,249,244037,2534153,611,9.629923686533528
Mies van der Rohe Way & Chicago Ave,State St & Chicago Ave,member,0.009825768215257722,249,244286,2534153,612,9.639749454748786
MLK Jr Dr & 29th St,State St & 33rd St,member,0.009825768215257722,249,244535,2534153,613,9.649575222964044
Kingsbury St & Kinzie St 2,Kingsbury St & Erie St,member,0.009825768215257722,249,244784,2534153,614,9.6594009911793
Field Blvd & South Water St,Dusable Harbor,member,0.009825768215257722,249,245033,2534153,615,9.669226759394558
Ellis Ave & 58th St,University Ave & 57th St,member,0.009825768215257722,249,245282,2534153,616,9.679052527609818
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 58th St,member,0.009825768215257722,249,245531,2534153,617,9.688878295825075
Clinton St & Madison St,Canal St & Harrison St,member,0.009825768215257722,249,245780,2534153,618,9.698704064040333
Canal St & Adams St,Aberdeen St & Jackson Blvd,member,0.009825768215257722,249,246029,2534153,619,9.70852983225559
Broadway & Barry Ave,DuSable Lake Shore Dr & Diversey Pkwy,member,0.009825768215257722,249,246278,2534153,620,9.718355600470847
Pine Grove Ave & Waveland Ave,Broadway & Cornelia Ave,member,0.009786307298730583,248,246526,2534153,621,9.72814190776958
Kimbark Ave & 53rd St,Cornell Ave & Hyde Park Blvd,member,0.009786307298730583,248,246774,2534153,622,9.737928215068308
Clark St & Wellington Ave,Broadway & Waveland Ave,member,0.009786307298730583,248,247022,2534153,623,9.747714522367039
Wilton Ave & Belmont Ave,Southport Ave & Roscoe St,member,0.009746846382203442,247,247269,2534153,624,9.757461368749244
University Library (NU),Benson Ave & Church St,member,0.009746846382203442,247,247516,2534153,625,9.767208215131447
Kingsbury St & Erie St,Dearborn St & Erie St,member,0.009746846382203442,247,247763,2534153,626,9.77695506151365
Clark St & Lincoln Ave,Larrabee St & Webster Ave,member,0.009746846382203442,247,248010,2534153,627,9.786701907895853
Broadway & Sheridan Rd,Broadway & Waveland Ave,member,0.009746846382203442,247,248257,2534153,628,9.796448754278057
Wells St & Huron St,Michigan Ave & Pearson St,member,0.009707385465676302,246,248503,2534153,629,9.806156139743733
Orleans St & Merchandise Mart Plaza,McClurg Ct & Ohio St,member,0.009707385465676302,246,248749,2534153,630,9.815863525209409
Michigan Ave & 14th St,Calumet Ave & 18th St,member,0.009707385465676302,246,248995,2534153,631,9.825570910675086
Kingsbury St & Erie St,LaSalle St & Jackson Blvd,member,0.009707385465676302,246,249241,2534153,632,9.835278296140762
Clinton St & Washington Blvd,State St & Kinzie St,member,0.009707385465676302,246,249487,2534153,633,9.844985681606438
Clinton St & Jackson Blvd,New St & Illinois St,member,0.009707385465676302,246,249733,2534153,634,9.854693067072114
Clark St & Ida B Wells Dr,Michigan Ave & 14th St,member,0.009707385465676302,246,249979,2534153,635,9.86440045253779
Wabash Ave & Roosevelt Rd,Shedd Aquarium,member,0.009667924549149163,245,250224,2534153,636,9.87406837708694
Sheridan Rd & Irving Park Rd,Broadway & Sheridan Rd,member,0.009667924549149163,245,250469,2534153,637,9.88373630163609
Halsted St & Roscoe St,Broadway & Waveland Ave,member,0.009667924549149163,245,250714,2534153,638,9.893404226185238
Ellis Ave & 60th St,Ellis Ave & 60th St,member,0.009667924549149163,245,250959,2534153,639,9.903072150734388
Desplaines St & Kinzie St,Clinton St & Washington Blvd,member,0.009667924549149163,245,251204,2534153,640,9.912740075283537
Burnham Harbor,Lake Park Ave & 47th St,member,0.009667924549149163,245,251449,2534153,641,9.922407999832686
Broadway & Wilson Ave,Clark St & Leland Ave,member,0.009667924549149163,245,251694,2534153,642,9.932075924381834
Broadway & Granville Ave,Peterson/Ridge Metra,member,0.009667924549149163,245,251939,2534153,643,9.941743848930983
Wells St & Hubbard St,Desplaines St & Kinzie St,member,0.009628463632622025,244,252183,2534153,644,9.951372312563606
State St & Chicago Ave,Wells St & Concord Ln,member,0.009628463632622025,244,252427,2534153,645,9.96100077619623
New St & Illinois St,Canal St & Madison St,member,0.009628463632622025,244,252671,2534153,646,9.97062923982885
Lincoln Ave & Sunnyside Ave,Ravenswood Ave & Lawrence Ave,member,0.009628463632622025,244,252915,2534153,647,9.980257703461472
Ellis Ave & 58th St,Shore Dr & 55th St,member,0.009628463632622025,244,253159,2534153,648,9.989886167094095
Clinton St & Jackson Blvd,Sangamon St & Lake St,member,0.009628463632622025,244,253403,2534153,649,9.999514630726717
Clarendon Ave & Gordon Ter,Clarendon Ave & Junior Ter,member,0.009628463632622025,244,253647,2534153,650,10.009143094359338
