start_station_name,station_rides,total_stations,station_percent
Hampden Ct & Diversey Pkwy,26,19811,0.13124022007975367
Halsted St & 18th St,25,19811,0.12619251930745545
Wolcott (Ravenswood) Ave & Montrose Ave,25,19811,0.12619251930745545
Michigan Ave & Pearson St,25,19811,0.12619251930745545
Michigan Ave & Madison St,25,19811,0.12619251930745545
Broadway & Belmont Ave,25,19811,0.12619251930745545
May St & Taylor St,25,19811,0.12619251930745545
Sheridan Rd & Irving Park Rd,25,19811,0.12619251930745545
Lincoln Ave & Roscoe St*,25,19811,0.12619251930745545
Lincoln Ave & Roscoe St,24,19811,0.12114481853515724
Clinton St & 18th St,24,19811,0.12114481853515724
Desplaines St & Randolph St,24,19811,0.12114481853515724
Clark St & Grace St,24,19811,0.12114481853515724
Clinton St & Lake St,24,19811,0.12114481853515724
Wabash Ave & 16th St,24,19811,0.12114481853515724
Paulina St & Howard St,24,19811,0.12114481853515724
State St & Harrison St,24,19811,0.12114481853515724
Wilton Ave & Diversey Pkwy,24,19811,0.12114481853515724
Dayton St & North Ave,23,19811,0.11609711776285903
Clinton St & Roosevelt Rd,23,19811,0.11609711776285903
Wood St & Milwaukee Ave,23,19811,0.11609711776285903
Dearborn St & Van Buren St,23,19811,0.11609711776285903
University Library (NU),23,19811,0.11609711776285903
Morgan Ave & 14th Pl,23,19811,0.11609711776285903
Lake Park Ave & 47th St,23,19811,0.11609711776285903
Lincoln Ave & Melrose St,23,19811,0.11609711776285903
63rd St Beach,23,19811,0.11609711776285903
Orleans St & Hubbard St,22,19811,0.11104941699056081
Clifton Ave & Armitage Ave,22,19811,0.11104941699056081
Mason Ave & Montrose Ave,22,19811,0.11104941699056081
Wabash Ave & Adams St,22,19811,0.11104941699056081
MLK Jr Dr & 29th St,22,19811,0.11104941699056081
LaSalle St & Jackson Blvd,22,19811,0.11104941699056081
Sedgwick St & Huron St,22,19811,0.11104941699056081
Kosciuszko Park,22,19811,0.11104941699056081
Greenview Ave & Fullerton Ave,22,19811,0.11104941699056081
California Ave & Cortez St,22,19811,0.11104941699056081
Broadway & Oakdale Ave,22,19811,0.11104941699056081
Lincoln Ave & Belle Plaine Ave,22,19811,0.11104941699056081
Damen Ave & Division St,22,19811,0.11104941699056081
Wells St & Randolph St,22,19811,0.11104941699056081
Clark St & Wellington Ave,22,19811,0.11104941699056081
Halsted St & Fulton St,22,19811,0.11104941699056081
Clark St & Lunt Ave,22,19811,0.11104941699056081
Western Ave & Lunt Ave,21,19811,0.10600171621826257
Peterson/Ridge Metra,21,19811,0.10600171621826257
Sheffield Ave & Wrightwood Ave,21,19811,0.10600171621826257
Ashland Ave & Division St,21,19811,0.10600171621826257
Halsted St & 51st St,21,19811,0.10600171621826257
Orleans St & Elm St,20,19811,0.10095401544596436
Paulina St & 18th St,20,19811,0.10095401544596436
Sheffield Ave & Webster Ave,20,19811,0.10095401544596436
