end_station_name,end_lat,end_lng,stops,percent_of_stops
Halsted St & Clybourn Ave,41.909667999999,-87.6481280000003,14026,0.42626582807440355
Green St & Madison St,41.88185932803882,-87.64926373958588,14016,0.42596191688940827
Ellis Ave & 55th St,41.79430062054009,-87.60144977340194,13972,0.4246247076754289
Wabash Ave & Grand Ave,41.89146605361785,-87.62676097865159,13834,0.4204307333224938
Dearborn St & Erie St,41.89391647130046,-87.62961805771276,13764,0.41830335502752675
Wabash Ave & Roosevelt Rd,41.86722699999918,-87.625961000003,13713,0.4167534079840507
LaSalle St & Jackson Blvd,41.87816599999977,-87.63192899999832,13618,0.41386625172659547
Broadway & Barry Ave,41.93758231600745,-87.6440978050232,13582,0.41277217146061235
Pine Grove Ave & Waveland Ave,41.94947274088363,-87.64645278453827,13381,0.4066635566422069
LaSalle St & Illinois St,41.89076199999935,-87.63169700000192,13362,0.4060861253907158
Theater on the Lake,41.92627699999919,-87.63083400000288,13217,0.401679413208284
Federal St & Polk St,41.87207763285035,-87.62954377289886,13122,0.39879225695082865
Southport Ave & Waveland Ave,41.948225999999565,-87.66407119999947,13081,0.397546221092348
Clark St & Wrightwood Ave,41.92954599999952,-87.64311800000299,12999,0.3950541493753865
Lincoln Ave & Fullerton Ave,41.924161029067385,-87.64638036489487,12939,0.3932306822654148
DuSable Lake Shore Dr & Diversey Pkwy,41.93258799999898,-87.63642699999664,12750,0.38748676086900363
Ellis Ave & 60th St,41.78509714636017,-87.60107276059864,12575,0.38216831513158595
Michigan Ave & Lake St,41.886022000000324,-87.62439800000233,12562,0.3817732305910921
Franklin St & Jackson Blvd,41.877707955899076,-87.63532114080176,12539,0.3810742348656029
Michigan Ave & Washington St,41.8839840645135,-87.62468397213563,12430,0.3777616029491541
Navy Pier,41.892278000005604,-87.61204299999788,12357,0.3755430512986885
Indiana Ave & Roosevelt Rd,41.86788800971187,-87.62304100296218,12320,0.37441857991420585
Sheffield Ave & Fullerton Ave,41.92561629999919,-87.65365739999838,12280,0.3732029351742247
