start_station_name,station_rides,total_stations,station_percent
Drake Ave & Montrose Ave,21,84559,0.02483473077969229
Damen Ave & Charleston St,21,84559,0.02483473077969229
Troy St & Elston Ave,21,84559,0.02483473077969229
Wentworth Ave & 35th St,21,84559,0.02483473077969229
Ashland Ave & Belle Plaine Ave,21,84559,0.02483473077969229
Bissell St & Armitage Ave,21,84559,0.02483473077969229
Dearborn St & Madison St,21,84559,0.02483473077969229
Kostner Ave & Devon Ave,20,84559,0.023652124552087893
Prairie Ave & 43rd St,20,84559,0.023652124552087893
Southport Ave & Clark St,20,84559,0.023652124552087893
Campbell Ave & Fullerton Ave,20,84559,0.023652124552087893
Kedzie Ave & Palmer Ct,20,84559,0.023652124552087893
Clybourn Ave & Division St,20,84559,0.023652124552087893
California Ave & Altgeld St,20,84559,0.023652124552087893
Riverside Plaza & Adams St,20,84559,0.023652124552087893
Stony Island Ave & 67th St,20,84559,0.023652124552087893
Dodge Ave & Church St,20,84559,0.023652124552087893
Calumet Ave & 33rd St,19,84559,0.022469518324483496
Francisco Ave & Bloomingdale Ave,19,84559,0.022469518324483496
Oakley Ave & Irving Park Rd,19,84559,0.022469518324483496
Larrabee St & Oak St,19,84559,0.022469518324483496
Lincoln Ave & Waveland Ave,19,84559,0.022469518324483496
Keystone Ave & Montrose Ave,19,84559,0.022469518324483496
Paulina St & Flournoy St,19,84559,0.022469518324483496
Wolcott (Ravenswood) Ave & Montrose Ave,19,84559,0.022469518324483496
Central & Elston,19,84559,0.022469518324483496
Burnham Greenway & 112th St,19,84559,0.022469518324483496
Western Ave & Lunt Ave,19,84559,0.022469518324483496
Elmwood Ave & Austin St,19,84559,0.022469518324483496
Sheffield Ave & Fletcher St,19,84559,0.022469518324483496
Clark St & Washington St,19,84559,0.022469518324483496
Shields Ave & 28th Pl,18,84559,0.021286912096879104
Wood St & Hubbard St,18,84559,0.021286912096879104
Lincoln Ave & Roscoe St,18,84559,0.021286912096879104
Francisco Ave & Chicago Ave,18,84559,0.021286912096879104
Lincoln Ave & Peterson Ave,18,84559,0.021286912096879104
Kostner Ave & Bryn Mawr Ave,18,84559,0.021286912096879104
California Ave & Fletcher St,18,84559,0.021286912096879104
Ashland Ave & Grand Ave,18,84559,0.021286912096879104
Avers Ave & Foster Ave,18,84559,0.021286912096879104
Dodge Ave & Main St,18,84559,0.021286912096879104
Paulina St & Division St,18,84559,0.021286912096879104
State St & 29th St,18,84559,0.021286912096879104
Conservatory Dr & Lake St,18,84559,0.021286912096879104
California Ave & Byron St,18,84559,0.021286912096879104
Ashland Ave & Augusta Blvd,18,84559,0.021286912096879104
Clinton St & Polk St,18,84559,0.021286912096879104
